Power Units_Bus Number,MW_2255,MVAr_2255,MW_3732,MVAr_3732,MW_3762,MVAr_3762,MW_3771,MVAr_3771,MW_3772,MVAr_3772,MW_3780,MVAr_3780,MW_3789,MVAr_3789,MW_3792,MVAr_3792,MW_517100,MVAr_517100,MW_517102,MVAr_517102,MW_547400,MVAr_547400,MW_549000,MVAr_549000,MW_583313,MVAr_583313,MW_583314,MVAr_583314
2024-01-03 04:30:00,5.40,0.00,3.44,-0.77,6.56,0.00,1.09,-0.56,1.09,-0.56,3.72,0.00,4.65,0.00,2.18,0.00,-56.84,11.03,-56.84,11.03,13.85,-2.28,14.56,-3.56,18.41,4.20,18.41,4.20
2024-01-03 05:00:00,5.40,0.00,3.49,-0.75,6.48,0.00,1.05,-0.56,1.05,-0.56,3.73,0.00,4.59,0.00,2.21,0.00,-53.28,10.09,-53.28,10.09,13.39,-2.28,14.31,-3.73,18.45,4.26,18.45,4.26
2024-01-03 05:30:00,5.57,0.00,3.61,-0.75,6.60,0.00,1.05,-0.54,1.05,-0.54,3.78,0.00,4.59,0.00,2.12,0.00,-52.64,9.95,-52.64,9.95,13.39,-2.32,14.19,-3.75,18.43,4.17,18.43,4.17
2024-01-03 06:00:00,5.46,0.00,3.78,-0.73,6.90,0.00,1.16,-0.54,1.16,-0.54,3.87,0.00,4.80,0.00,2.20,0.00,-53.84,9.69,-53.84,9.69,12.57,-1.40,14.42,-3.72,18.55,4.36,18.55,4.36
2024-01-03 06:30:00,6.24,0.00,4.03,-0.73,7.72,0.00,1.37,-0.54,1.37,-0.54,4.12,0.00,5.45,0.00,2.26,0.00,-49.05,8.65,-49.05,8.65,11.65,-1.25,15.26,-3.47,18.45,4.37,18.45,4.37
2024-01-03 07:00:00,6.85,0.00,4.37,-0.70,8.34,0.00,1.41,-0.54,1.41,-0.54,4.41,0.00,6.01,0.00,2.24,0.00,-49.08,9.49,-49.08,9.49,12.88,-1.87,16.70,-3.07,18.23,4.29,18.23,4.29
2024-01-03 07:30:00,7.66,0.00,4.95,-0.65,9.35,0.00,1.57,-0.54,1.57,-0.54,4.81,0.00,6.92,0.00,2.40,0.00,-47.54,9.85,-47.54,9.85,11.37,-2.01,17.86,-2.81,18.17,4.28,18.17,4.28
2024-01-03 08:00:00,8.10,0.00,5.54,-0.58,10.49,0.00,1.70,-0.54,1.70,-0.54,5.26,0.00,7.74,0.00,2.53,0.00,-39.86,7.24,-39.86,7.24,8.47,-2.81,19.86,-2.63,17.88,4.00,17.88,4.00
2024-01-03 08:30:00,8.68,0.00,6.03,-0.48,11.39,0.00,1.77,-0.51,1.77,-0.51,5.51,0.00,8.40,0.00,2.65,0.00,-40.52,9.15,-40.52,9.15,10.47,-2.94,21.94,-2.26,17.83,4.08,17.83,4.08
2024-01-03 09:00:00,8.88,0.00,6.65,-0.39,12.10,0.00,1.90,-0.54,1.90,-0.54,5.95,0.00,8.53,0.00,2.87,0.00,-42.69,11.15,-42.69,11.15,8.69,-2.63,23.76,-1.62,17.72,4.45,17.72,4.45
2024-01-03 09:30:00,9.07,0.00,7.16,-0.37,12.51,0.00,1.99,-0.52,1.99,-0.52,6.30,0.00,8.79,0.00,2.83,0.00,-41.61,10.79,-41.61,10.79,9.99,-2.80,25.61,-0.71,17.58,4.71,17.58,4.71
2024-01-03 10:00:00,9.24,0.00,7.35,-0.37,12.96,0.00,2.09,-0.50,2.09,-0.50,6.41,0.00,8.85,0.00,2.99,0.00,-39.86,10.99,-39.86,10.99,8.43,-2.80,26.57,-0.40,17.67,4.78,17.67,4.78
2024-01-03 10:30:00,9.16,0.00,7.51,-0.37,13.03,0.00,2.11,-0.51,2.11,-0.51,6.41,0.00,8.33,0.00,3.03,0.00,-35.74,9.17,-35.74,9.17,4.42,-2.15,27.34,-0.43,17.47,4.66,17.47,4.66
2024-01-03 11:00:00,8.66,0.00,7.48,-0.32,13.06,0.00,2.06,-0.51,2.06,-0.51,6.28,0.00,8.28,0.00,2.89,0.00,-41.67,10.92,-41.67,10.92,6.49,-2.15,25.89,-0.31,17.61,4.69,17.61,4.69
2024-01-03 11:30:00,7.34,0.00,7.33,-0.32,12.86,0.00,1.96,-0.48,1.96,-0.48,5.50,0.00,7.68,0.00,2.83,0.00,-50.31,11.10,-50.31,11.10,10.38,-2.39,25.57,-0.04,17.50,4.61,17.50,4.61
2024-01-03 12:00:00,7.81,0.00,7.46,-0.32,13.41,0.00,2.14,-0.50,2.14,-0.50,5.75,0.00,8.24,0.00,2.93,0.00,-48.51,11.78,-48.51,11.78,10.17,-2.76,22.60,-0.04,17.64,4.73,17.64,4.73
2024-01-03 12:30:00,8.32,0.00,7.66,-0.32,13.79,0.00,2.21,-0.51,2.21,-0.51,5.65,0.00,8.87,0.00,2.81,0.00,-47.03,11.44,-47.03,11.44,10.34,-3.21,24.86,-0.01,17.49,4.66,17.49,4.66
2024-01-03 13:00:00,6.65,0.00,7.41,-0.36,13.45,0.00,2.08,-0.50,2.08,-0.50,5.40,0.00,7.16,0.00,2.81,0.00,-54.43,10.73,-54.43,10.73,14.48,-3.40,26.82,0.14,17.38,4.58,17.38,4.58
2024-01-03 13:30:00,6.86,0.00,7.36,-0.39,13.18,0.00,2.06,-0.40,2.06,-0.40,5.61,0.00,7.89,0.00,2.61,0.00,-48.64,10.04,-48.64,10.04,12.47,-3.21,22.32,0.06,17.42,4.66,17.42,4.66
2024-01-03 14:00:00,8.55,0.00,7.53,-0.44,13.72,0.00,2.16,-0.50,2.16,-0.50,6.45,0.00,8.82,0.00,2.62,0.00,-41.70,9.26,-41.70,9.26,9.17,-2.91,23.35,-0.17,17.34,4.31,17.34,4.31
2024-01-03 14:30:00,8.61,0.00,7.48,-0.43,13.67,0.00,2.14,-0.50,2.14,-0.50,6.64,0.00,9.02,0.00,2.60,0.00,-45.39,10.74,-45.39,10.74,9.17,-2.91,26.86,2.37,17.33,3.79,17.33,3.79
2024-01-03 15:00:00,8.74,0.00,7.48,-0.41,14.02,0.00,2.22,-0.50,2.22,-0.50,6.51,0.00,8.79,0.00,2.60,0.00,-44.72,10.80,-44.72,10.80,9.31,-2.91,27.62,-0.47,17.25,3.76,17.25,3.76
2024-01-03 15:30:00,8.67,0.00,7.32,-0.41,13.84,0.00,2.26,-0.50,2.26,-0.50,6.38,0.00,8.90,0.00,2.54,0.00,-44.24,9.79,-44.24,9.79,9.61,-2.66,27.95,-0.07,17.31,3.80,17.31,3.80
2024-01-03 16:00:00,8.67,0.00,7.32,-0.42,13.84,0.00,2.27,-0.50,2.27,-0.50,6.38,0.00,9.31,0.00,2.54,0.00,-32.02,7.48,-32.02,7.48,2.10,-2.14,27.38,-0.63,17.39,3.86,17.39,3.86
2024-01-03 16:30:00,8.67,0.00,7.32,-0.42,13.84,0.00,2.25,-0.50,2.25,-0.50,6.38,0.00,9.21,0.00,2.54,0.00,-30.92,6.75,-30.92,6.75,0.71,-1.37,28.83,-0.66,17.26,3.77,17.26,3.77
2024-01-03 17:00:00,8.67,0.00,7.32,-0.42,13.84,0.00,2.26,-0.50,2.26,-0.50,6.38,0.00,9.11,0.00,2.54,0.00,-29.63,5.14,-29.63,5.14,1.51,0.00,32.49,0.00,17.33,3.79,17.33,3.79
2024-01-03 17:30:00,8.67,0.00,7.32,-0.42,13.84,0.00,3.61,-0.50,3.61,-0.50,8.33,0.00,9.20,0.00,2.54,0.00,-35.32,8.32,-35.32,8.32,3.76,-1.91,33.94,0.00,17.26,3.69,17.26,3.69
2024-01-03 18:00:00,8.57,0.00,7.03,-0.60,14.00,0.00,3.51,-0.52,3.51,-0.52,8.50,0.00,9.14,0.00,3.35,0.00,-33.28,7.79,-33.28,7.79,4.93,-2.57,32.67,0.00,17.38,3.80,17.38,3.80
2024-01-03 18:30:00,8.46,0.00,6.78,-0.61,14.00,0.00,3.44,-0.53,3.44,-0.53,8.52,0.00,9.14,0.00,3.32,0.00,-33.33,8.42,-33.33,8.42,2.64,-2.57,31.33,-2.47,17.32,3.78,17.32,3.78
2024-01-03 19:00:00,8.24,0.00,6.63,-0.61,13.58,0.00,3.34,-0.49,3.34,-0.49,8.24,0.00,8.78,0.00,3.29,0.00,-41.30,10.54,-41.30,10.54,2.39,-3.01,30.90,0.00,17.26,3.75,17.26,3.75
2024-01-03 19:30:00,7.84,0.00,6.40,-0.62,13.17,0.00,3.23,-0.49,3.23,-0.49,7.99,0.00,8.87,0.00,3.21,0.00,-43.79,10.60,-43.79,10.60,4.58,-3.33,30.05,-1.18,17.31,3.78,17.31,3.78
2024-01-03 20:00:00,7.62,0.00,6.13,-0.62,12.52,0.00,3.05,-0.55,3.05,-0.55,7.62,0.00,8.74,0.00,3.00,0.00,-45.26,9.67,-45.26,9.67,4.88,-3.21,29.15,-1.70,17.36,3.81,17.36,3.81
2024-01-03 20:30:00,7.27,0.00,5.87,-0.67,11.66,0.00,2.83,-0.55,2.83,-0.55,7.17,0.00,8.22,0.00,2.90,0.00,-48.62,8.61,-48.62,8.61,7.32,-2.69,27.57,-1.51,17.43,3.86,17.43,3.86
2024-01-03 21:00:00,6.99,0.00,5.49,-0.69,10.98,0.00,2.63,-0.52,2.63,-0.52,6.77,0.00,8.06,0.00,2.83,0.00,-46.53,6.22,-46.53,6.22,8.39,-2.02,25.87,-3.62,17.46,3.94,17.46,3.94
2024-01-03 21:30:00,6.94,0.00,5.33,-0.70,10.40,0.00,2.49,-0.54,2.49,-0.54,6.43,0.00,7.84,0.00,2.67,0.00,-45.08,6.15,-45.08,6.15,7.73,-2.41,24.30,-2.51,17.42,4.32,17.42,4.32
2024-01-03 22:00:00,6.59,0.00,5.06,-0.75,9.79,0.00,2.23,-0.56,2.23,-0.56,6.00,0.00,7.32,0.00,2.56,0.00,-50.62,6.24,-50.62,6.24,8.53,-2.14,23.03,-4.78,17.63,4.01,17.63,4.01
2024-01-03 22:30:00,6.09,0.00,4.73,-0.74,9.27,0.00,2.03,-0.56,2.03,-0.56,5.68,0.00,6.93,0.00,2.50,0.00,-56.22,7.30,-56.22,7.30,12.49,-2.14,21.56,1.33,17.78,4.18,17.78,4.18
2024-01-03 23:00:00,5.96,0.00,4.49,-0.74,8.61,0.00,1.79,-0.55,1.79,-0.55,5.26,0.00,6.62,0.00,2.33,0.00,-58.63,7.80,-58.63,7.80,12.24,-2.20,20.33,0.00,17.84,4.94,17.84,4.94
2024-01-03 23:30:00,6.07,0.00,4.25,-0.72,8.06,0.00,1.67,-0.54,1.67,-0.54,4.89,0.00,6.45,0.00,2.18,0.00,-56.18,6.27,-56.18,6.27,12.73,-2.34,18.87,-5.50,17.70,4.83,17.70,4.83
2024-01-04 00:00:00,5.91,0.00,4.07,-0.69,7.78,0.00,1.50,-0.54,1.50,-0.54,4.60,0.00,6.09,0.00,2.18,0.00,-53.47,5.30,-53.47,5.30,12.07,-2.50,17.61,-5.39,17.75,4.53,17.75,4.53
2024-01-04 00:30:00,5.83,0.00,4.09,-0.70,7.48,0.00,1.43,-0.54,1.43,-0.54,4.55,0.00,5.82,0.00,2.16,0.00,-56.45,6.11,-56.45,6.11,11.85,-2.37,16.78,0.00,17.67,4.01,17.67,4.01
2024-01-04 01:00:00,5.81,0.00,4.07,-0.70,7.24,0.00,1.41,-0.52,1.41,-0.52,4.64,0.00,5.62,0.00,2.26,0.00,-56.20,5.76,-56.20,5.76,14.48,-2.04,16.41,0.00,17.53,3.90,17.53,3.90
2024-01-04 01:30:00,5.85,0.00,3.93,-0.71,7.10,0.00,1.37,-0.52,1.37,-0.52,4.53,0.00,5.49,0.00,2.19,0.00,-54.48,5.33,-54.48,5.33,12.57,-2.18,16.30,0.00,17.58,3.90,17.58,3.90
2024-01-04 02:00:00,5.81,0.00,3.81,-0.71,6.89,0.00,1.37,-0.52,1.37,-0.52,4.34,0.00,5.40,0.00,2.19,0.00,-55.85,5.34,-55.85,5.34,13.86,-2.18,15.78,0.00,17.52,3.88,17.52,3.88
2024-01-04 02:30:00,5.83,0.00,3.74,-0.74,6.80,0.00,1.29,-0.54,1.29,-0.54,4.25,0.00,5.05,0.00,2.21,0.00,-52.88,4.73,-52.88,4.73,11.99,-2.18,15.36,0.00,17.47,3.86,17.47,3.86
2024-01-04 03:00:00,5.72,0.00,3.64,-0.75,6.64,0.00,1.28,-0.56,1.28,-0.56,4.02,0.00,4.70,0.00,2.14,0.00,-49.50,2.80,-49.50,2.80,12.99,-1.08,15.03,0.00,17.31,3.79,17.31,3.79
2024-01-04 03:30:00,5.49,0.00,3.51,-0.81,6.58,0.00,1.14,-0.56,1.14,-0.56,3.87,0.00,4.71,0.00,2.07,0.00,-46.00,1.66,-46.00,1.66,15.04,-1.36,7.82,-5.00,17.46,3.96,17.46,3.96
2024-01-04 04:00:00,5.28,0.00,3.49,-0.81,6.53,0.00,1.05,-0.55,1.05,-0.55,3.77,0.00,4.51,0.00,2.04,0.00,-44.64,1.63,-44.64,1.63,17.55,-1.44,14.29,0.00,17.28,3.88,17.28,3.88
2024-01-04 04:30:00,5.37,0.00,3.51,-0.79,6.50,0.00,1.07,-0.55,1.07,-0.55,3.70,0.00,4.61,0.00,1.98,0.00,-43.99,1.86,-43.99,1.86,15.20,-1.15,14.10,0.00,17.38,3.87,17.38,3.87
2024-01-04 05:00:00,5.54,0.00,3.53,-0.73,6.59,0.00,1.13,-0.55,1.13,-0.55,3.70,0.00,4.75,0.00,1.96,0.00,-39.72,-0.81,-39.72,-0.81,12.29,1.47,14.07,0.00,17.25,3.61,17.25,3.61
2024-01-04 05:30:00,5.60,0.00,3.68,-0.73,6.76,0.00,1.15,-0.54,1.15,-0.54,3.73,0.00,4.89,0.00,1.92,0.00,-34.87,-2.34,-34.87,-2.34,12.05,0.55,14.36,0.00,17.19,3.56,17.19,3.56
2024-01-04 06:00:00,6.04,0.00,3.76,-0.76,6.92,0.00,1.21,-0.52,1.21,-0.52,3.85,0.00,4.95,0.00,1.93,0.00,-29.87,-3.22,-29.87,-3.22,11.53,-0.67,7.71,-1.99,17.22,3.56,17.22,3.56
2024-01-04 06:30:00,6.75,0.00,4.09,-0.74,7.89,0.00,1.34,-0.54,1.34,-0.54,4.07,0.00,5.52,0.00,1.97,0.00,-28.24,-3.07,-28.24,-3.07,9.04,0.49,15.13,-2.32,17.14,3.67,17.14,3.67
2024-01-04 07:00:00,7.25,0.00,4.45,-0.71,8.66,0.00,1.50,-0.54,1.50,-0.54,4.45,0.00,6.71,0.00,2.05,0.00,-26.25,-1.43,-26.25,-1.43,6.25,-1.35,16.61,-4.50,17.17,3.63,17.17,3.63
2024-01-04 07:30:00,8.10,0.00,4.93,-0.65,9.68,0.00,1.68,-0.56,1.68,-0.56,4.86,0.00,7.41,0.00,2.05,0.00,-17.46,-3.38,-17.46,-3.38,2.73,-1.35,18.08,-3.37,17.26,3.68,17.26,3.68
2024-01-04 08:00:00,8.61,0.00,5.68,-0.56,10.93,0.00,1.84,-0.56,1.84,-0.56,5.30,0.00,8.18,0.00,2.27,0.00,-13.37,-4.47,-13.37,-4.47,1.76,-1.35,19.93,-3.39,17.15,3.59,17.15,3.59
2024-01-04 08:30:00,9.37,0.00,6.30,-0.50,12.12,0.00,1.92,-0.52,1.92,-0.52,5.62,0.00,8.75,0.00,2.62,0.00,-7.77,-4.71,-7.77,-4.71,-1.69,-0.68,22.41,-2.74,17.22,3.65,17.22,3.65
2024-01-04 09:00:00,9.59,0.00,6.88,-0.45,12.70,0.00,2.07,-0.52,2.07,-0.52,6.01,0.00,9.00,0.00,2.64,0.00,-6.67,-5.60,-6.67,-5.60,-1.34,0.00,24.90,-1.81,17.11,3.55,17.11,3.55
2024-01-04 09:30:00,9.93,0.00,7.13,-0.23,13.36,0.00,2.18,-0.52,2.18,-0.52,6.26,0.00,9.40,0.00,2.69,0.00,-3.98,-6.03,-3.98,-6.03,-1.58,0.00,26.38,-1.36,16.84,3.59,16.84,3.59
2024-01-04 10:00:00,9.20,0.00,8.28,-0.34,13.59,0.00,2.25,-0.54,2.25,-0.54,6.40,0.00,9.50,0.00,2.70,0.00,-0.33,-5.98,-0.33,-5.98,-2.91,-0.67,27.24,-0.46,16.99,3.52,16.99,3.52
2024-01-04 10:30:00,9.04,0.00,8.22,-0.34,14.05,0.00,2.30,-0.54,2.30,-0.54,6.50,0.00,9.50,0.00,2.74,0.00,-1.04,-5.85,-1.04,-5.85,-1.61,0.00,28.61,0.00,17.01,3.51,17.01,3.51
2024-01-04 11:00:00,9.14,0.00,8.32,-0.32,14.22,0.00,2.30,-0.52,2.30,-0.52,6.62,0.00,9.71,0.00,2.79,0.00,-1.64,-5.84,-1.64,-5.84,-1.16,-0.67,28.78,0.00,16.95,3.50,16.95,3.50
2024-01-04 11:30:00,9.60,0.00,8.42,-0.31,14.29,0.00,2.34,-0.54,2.34,-0.54,6.75,0.00,9.94,0.00,2.79,0.00,0.34,-5.34,0.34,-5.34,-1.38,-1.34,28.95,-0.25,17.07,4.11,17.07,4.11
2024-01-04 12:00:00,9.10,0.00,8.56,-0.31,14.46,0.00,2.40,-0.54,2.40,-0.54,6.78,0.00,9.91,0.00,2.83,0.00,0.21,-5.21,0.21,-5.21,-1.53,-1.34,29.54,3.10,17.00,4.35,17.00,4.35
2024-01-04 12:30:00,8.98,0.00,8.68,-0.30,14.71,0.00,2.47,-0.54,2.47,-0.54,6.95,0.00,10.06,0.00,2.89,0.00,1.07,-5.10,1.07,-5.10,-3.25,-1.34,29.96,3.04,17.04,4.36,17.04,4.36
2024-01-04 13:00:00,9.08,0.00,8.68,-0.30,14.63,0.00,2.58,-0.54,2.58,-0.54,7.02,0.00,10.26,0.00,2.93,0.00,-0.35,-4.94,-0.35,-4.94,-1.72,-1.34,30.53,0.00,16.95,4.33,16.95,4.33
2024-01-04 13:30:00,9.10,0.00,8.58,-0.35,14.16,0.00,2.58,-0.56,2.58,-0.56,6.98,0.00,10.17,0.00,2.99,0.00,-0.86,-5.20,-0.86,-5.20,-2.65,-1.34,30.61,0.00,17.06,4.43,17.06,4.43
2024-01-04 14:00:00,8.68,0.00,8.58,-0.29,13.97,0.00,2.52,-0.56,2.52,-0.56,6.92,0.00,10.27,0.00,2.88,0.00,-3.85,-3.88,-3.85,-3.88,-1.42,-1.46,29.95,-0.89,17.18,4.56,17.18,4.56
2024-01-04 14:30:00,8.79,0.00,8.56,-0.29,14.21,0.00,2.48,-0.56,2.48,-0.56,6.86,0.00,9.93,0.00,2.93,0.00,-6.54,-3.72,-6.54,-3.72,-0.88,-1.80,29.49,2.97,17.15,4.56,17.15,4.56
2024-01-04 15:00:00,8.79,0.00,8.36,-0.28,14.09,0.00,2.48,-0.56,2.48,-0.56,6.76,0.00,9.61,0.00,2.88,0.00,-5.50,-3.63,-5.50,-3.63,-0.53,-1.43,30.10,0.00,17.10,4.56,17.10,4.56
2024-01-04 15:30:00,8.71,0.00,8.21,-0.28,13.94,0.00,2.48,-0.56,2.48,-0.56,6.74,0.00,9.37,0.00,2.83,0.00,-3.85,-3.77,-3.85,-3.77,-2.17,-1.43,29.67,0.00,17.08,4.51,17.08,4.51
2024-01-04 16:00:00,8.65,0.00,8.12,-0.30,14.21,0.00,2.56,-0.56,2.56,-0.56,6.88,0.00,9.18,0.00,3.00,0.00,-6.15,-4.49,-6.15,-4.49,5.38,-1.43,29.42,0.00,16.89,4.37,16.89,4.37
2024-01-04 16:30:00,8.80,0.00,8.12,-0.35,14.60,0.00,2.79,-0.54,2.79,-0.54,7.25,0.00,9.22,0.00,3.05,0.00,-15.81,-3.33,-15.81,-3.33,7.60,-1.67,30.30,2.85,17.00,4.42,17.00,4.42
2024-01-04 17:00:00,9.00,0.00,8.12,-0.46,14.64,0.00,3.08,-0.54,3.08,-0.54,7.95,0.00,9.47,0.00,3.19,0.00,-17.26,-2.89,-17.26,-2.89,8.14,-1.37,31.22,-0.99,17.30,4.55,17.30,4.55
2024-01-04 17:30:00,8.71,0.00,7.78,-0.53,14.88,0.00,3.42,-0.54,3.42,-0.54,8.33,0.00,9.48,0.00,3.60,0.00,-15.83,-3.23,-15.83,-3.23,6.98,-1.37,32.07,-1.50,17.10,4.34,17.10,4.34
2024-01-04 18:00:00,8.58,0.00,7.46,-0.57,14.59,0.00,3.55,-0.55,3.55,-0.55,8.49,0.00,9.63,0.00,3.60,0.00,-16.84,-2.73,-16.84,-2.73,6.24,-1.37,32.97,2.33,17.29,4.46,17.29,4.46
2024-01-04 18:30:00,8.38,0.00,7.15,-0.61,14.45,0.00,3.55,-0.53,3.55,-0.53,8.33,0.00,9.58,0.00,3.46,0.00,-22.06,-2.34,-22.06,-2.34,6.61,-1.44,32.48,0.00,17.12,4.37,17.12,4.37
2024-01-04 19:00:00,8.26,0.00,7.01,-0.61,13.88,0.00,3.46,-0.55,3.46,-0.55,8.18,0.00,9.21,0.00,3.48,0.00,-25.68,-1.62,-25.68,-1.62,7.58,-1.37,31.97,-4.36,17.20,4.44,17.20,4.44
2024-01-04 19:30:00,7.97,0.00,6.73,-0.66,13.39,0.00,3.33,-0.56,3.33,-0.56,7.82,0.00,9.40,0.00,3.35,0.00,-15.61,-2.68,-15.61,-2.68,-2.45,-0.42,31.01,-2.37,17.23,4.44,17.23,4.44
2024-01-04 20:00:00,7.76,0.00,6.53,-0.66,12.92,0.00,3.15,-0.58,3.15,-0.58,7.43,0.00,9.14,0.00,3.17,0.00,-16.97,-2.90,-16.97,-2.90,-3.19,0.68,29.78,1.98,17.17,4.40,17.17,4.40
2024-01-04 20:30:00,7.35,0.00,6.18,-0.68,12.06,0.00,2.95,-0.58,2.95,-0.58,7.04,0.00,8.74,0.00,3.03,0.00,-15.84,-4.22,-15.84,-4.22,1.10,0.68,28.61,-2.85,17.18,4.43,17.18,4.43
2024-01-04 21:00:00,7.21,0.00,5.90,-0.70,11.19,0.00,2.82,-0.60,2.82,-0.60,6.63,0.00,8.09,0.00,2.90,0.00,-19.76,-3.25,-19.76,-3.25,1.44,1.36,26.90,1.71,17.19,4.42,17.19,4.42
2024-01-04 21:30:00,6.82,0.00,5.59,-0.77,10.58,0.00,2.62,-0.61,2.62,-0.61,6.27,0.00,7.63,0.00,2.82,0.00,-27.04,-0.95,-27.04,-0.95,1.83,0.68,25.35,-5.03,17.24,4.48,17.24,4.48
2024-01-04 22:00:00,6.52,0.00,5.34,-0.78,10.01,0.00,2.38,-0.57,2.38,-0.57,5.82,0.00,7.74,0.00,2.67,0.00,-27.49,-1.42,-27.49,-1.42,2.19,0.68,23.88,-3.79,17.20,4.46,17.20,4.46
2024-01-04 22:30:00,6.22,0.00,5.02,-0.80,9.39,0.00,2.17,-0.58,2.17,-0.58,5.45,0.00,7.44,0.00,2.54,0.00,-27.88,-1.51,-27.88,-1.51,4.17,-0.67,22.50,0.00,17.24,4.50,17.24,4.50
2024-01-04 23:00:00,6.18,0.00,4.75,-0.74,9.01,0.00,1.96,-0.60,1.96,-0.60,5.08,0.00,6.99,0.00,2.38,0.00,-29.58,-2.32,-29.58,-2.32,4.77,-0.67,21.05,1.25,17.20,4.33,17.20,4.33
2024-01-04 23:30:00,6.29,0.00,4.53,-0.76,8.35,0.00,1.76,-0.61,1.76,-0.61,4.70,0.00,6.61,0.00,2.27,0.00,-27.30,-3.77,-27.30,-3.77,5.74,-1.43,19.79,-5.50,17.25,3.70,17.25,3.70
2024-01-05 00:00:00,6.19,0.00,4.32,-0.74,7.80,0.00,1.64,-0.60,1.64,-0.60,4.43,0.00,6.30,0.00,2.21,0.00,-21.97,-5.82,-21.97,-5.82,4.32,-0.67,18.34,-5.57,17.19,3.59,17.19,3.59
2024-01-05 00:30:00,6.11,0.00,4.32,-0.74,7.72,0.00,1.59,-0.58,1.59,-0.58,4.34,0.00,6.25,0.00,2.20,0.00,-18.34,-7.27,-18.34,-7.27,5.70,-0.67,17.33,0.00,17.16,3.64,17.16,3.64
2024-01-05 01:00:00,6.11,0.00,4.27,-0.74,7.48,0.00,1.56,-0.57,1.56,-0.57,4.45,0.00,6.18,0.00,2.28,0.00,-18.45,-7.47,-18.45,-7.47,4.65,-0.67,17.22,-5.60,17.12,3.60,17.12,3.60
2024-01-05 01:30:00,6.01,0.00,4.17,-0.76,7.22,0.00,1.53,-0.57,1.53,-0.57,4.32,0.00,5.71,0.00,2.26,0.00,-21.62,-6.37,-21.62,-6.37,6.30,0.00,9.14,-5.54,17.14,3.62,17.14,3.62
2024-01-05 02:00:00,5.96,0.00,4.05,-0.76,7.06,0.00,1.48,-0.57,1.48,-0.57,4.12,0.00,5.72,0.00,2.21,0.00,-21.90,-6.22,-21.90,-6.22,4.70,-0.67,16.40,0.00,17.12,3.61,17.12,3.61
2024-01-05 02:30:00,5.96,0.00,3.96,-0.77,6.96,0.00,1.45,-0.57,1.45,-0.57,4.06,0.00,5.74,0.00,2.19,0.00,-25.29,-5.64,-25.29,-5.64,6.25,-0.67,15.96,0.00,17.14,3.65,17.14,3.65
2024-01-05 03:00:00,5.90,0.00,3.89,-0.76,6.86,0.00,1.39,-0.58,1.39,-0.58,3.94,0.00,5.44,0.00,2.13,0.00,-23.48,-6.45,-23.48,-6.45,5.00,-0.67,7.11,0.00,17.14,3.61,17.14,3.61
2024-01-05 03:30:00,5.81,0.00,3.78,-0.76,6.82,0.00,1.34,-0.58,1.34,-0.58,3.79,0.00,5.18,0.00,2.08,0.00,-25.99,-6.04,-25.99,-6.04,6.55,0.00,8.32,0.00,17.13,3.65,17.13,3.65
2024-01-05 04:00:00,5.85,0.00,3.75,-0.76,6.76,0.00,1.30,-0.58,1.30,-0.58,3.75,0.00,5.24,0.00,2.01,0.00,-29.74,-5.04,-29.74,-5.04,5.04,0.00,15.09,0.00,17.12,3.64,17.12,3.64
2024-01-05 04:30:00,5.68,0.00,3.75,-0.76,6.77,0.00,1.22,-0.58,1.22,-0.58,3.70,0.00,5.12,0.00,1.94,0.00,-27.74,-5.71,-27.74,-5.71,6.45,0.00,8.09,0.00,17.06,3.61,17.06,3.61
2024-01-05 05:00:00,5.44,0.00,3.82,-0.74,6.70,0.00,1.19,-0.58,1.19,-0.58,3.66,0.00,5.17,0.00,1.94,0.00,-25.77,-6.32,-25.77,-6.32,6.45,0.00,6.71,0.00,17.08,3.60,17.08,3.60
2024-01-05 05:30:00,5.44,0.00,3.87,-0.74,6.82,0.00,1.22,-0.58,1.22,-0.58,3.65,0.00,5.15,0.00,1.97,0.00,-24.01,-7.01,-24.01,-7.01,6.96,0.93,6.79,0.00,17.09,3.65,17.09,3.65
2024-01-05 06:00:00,5.82,0.00,4.05,-0.73,7.04,0.00,1.26,-0.57,1.26,-0.57,3.73,0.00,5.32,0.00,2.00,0.00,-22.72,-8.19,-22.72,-8.19,6.12,1.67,15.02,-4.99,17.18,3.68,17.18,3.68
2024-01-05 06:30:00,6.50,0.00,4.50,-0.67,8.01,0.00,1.40,-0.56,1.40,-0.56,4.00,0.00,6.15,0.00,2.12,0.00,-22.36,-6.77,-22.36,-6.77,5.05,0.59,15.68,-4.66,17.10,3.57,17.10,3.57
2024-01-05 07:00:00,6.96,0.00,4.85,-0.64,8.86,0.00,1.56,-0.56,1.56,-0.56,4.33,0.00,6.91,0.00,2.21,0.00,-22.30,-4.53,-22.30,-4.53,3.93,-1.42,17.48,-4.11,17.12,3.59,17.12,3.59
2024-01-05 07:30:00,7.54,0.00,5.50,-0.56,9.68,0.00,1.74,-0.56,1.74,-0.56,4.77,0.00,7.91,0.00,2.39,0.00,-20.95,-3.80,-20.95,-3.80,2.06,-1.97,19.07,0.00,17.11,3.63,17.11,3.63
2024-01-05 08:00:00,8.08,0.00,6.30,-0.45,10.83,0.00,1.86,-0.54,1.86,-0.54,5.19,0.00,8.86,0.00,2.47,0.00,-21.46,-3.05,-21.46,-3.05,1.48,-2.12,21.05,-3.37,17.12,3.66,17.12,3.66
