Licence,GSP Group,Node 1,Operating Voltage 1,Node 2,Operating Voltage 2,Status,Vector Group,R1,X1,X0,Min Tap,Max Tap,Nominal Rating,Emergency Rating,Reverse Power Capability,Method of Earthing
WMID,Bishops Wood 132kV,LUDL3_1H0,33,LUDL5_1T0,11,Updated,Yy0,4.508,85.689,0.000,-14,0,15,15,-,Shared Resistor
WMID,Bishops Wood 132kV,LUDL3_2H0,33,LUDL5_2T0,11,Updated,Yy0,4.416,84.815,0.000,-14,0,15,15,-,Shared Resistor
WMID,Bishops Wood 132kV,MADL6_1H3,66,MADL5_1T0,11,Updated,Yy0,7.670,104.350,0.000,-13,3,7.5,15,-,Resistor
WMID,Bishops Wood 132kV,MADL6_2H3,66,MADL5_2T0,11,Updated,Yy0,9.275,119.499,0.000,-12,0,7.5,15,-,Resistor
WMID,Bishops Wood 132kV,MALV1_113,132,MALV5_1T0,11,Updated,YNd1,2.767,72.333,72.333,-12,6,15,30,-,Earthing Transformer
WMID,Bishops Wood 132kV,MALV1_313,132,MALV5_3T0,11,Updated,YNd1,2.736,73.000,73.000,-12,6,15,30,-,Earthing Transformer
WMID,Bishops Wood 132kV,NEEN6_#1H0,66,NEEN5_1T0,11,Updated,Yy0,5.530,85.980,0.000,-13,3,12,24,-,Resistor
WMID,Bishops Wood 132kV,NEEN6_2H3,66,NEEN5_2T0,11,Updated,Yy0,4.165,107.476,0.000,-12,0,12,15.60000038,-,Resistor
WMID,Bishops Wood 132kV,PETE6_1H3,66,PETE5_1T0,11,Updated,Yyn0,6.470,122.020,871.504,-13,3,7.5,15,-,Shared Resistor
WMID,Bishops Wood 132kV,PETE6_2H3,66,PETE5_2T0,11,Updated,Yyn0,6.810,121.930,870.380,-13,3,7.5,15,-,Shared Resistor
WMID,Bishops Wood 132kV,PORI6_#1H0,66,PORI5_1T0,11,Updated,Yyn0,6.560,123.478,868.032,-13,3,7.5,15,-,Resistor
WMID,Bishops Wood 132kV,PORI6_#2H0,66,PORI5_2T0,11,Updated,Yyn0,6.346,122.395,864.459,-13,3,7.5,15,-,Resistor
WMID,Bishops Wood 132kV,PRES6_1H3,66,PRES5_1T0,11,Updated,Yyn0,5.430,104.240,804.858,-13,3,12,24,-,Reactor
WMID,Bishops Wood 132kV,PRES6_3H3,66,PRES5_3T0,11,Updated,Yyn0,4.267,84.159,875.732,-13,3,12,24,-,Reactor
WMID,Bishops Wood 132kV,QUAT3_1H3,33,QUAT5_1T0,11,Updated,Yy0,6.230,104.926,0.000,-14,0,10,15,-,Solid
WMID,Bishops Wood 132kV,REDN6_3H3,66,REDN5_3T0,11,Updated,Yy0,2.189,68.994,0.000,-15,3,20,40,-,Resistor
WMID,Bishops Wood 132kV,ROSS6_2H3,66,ROSS5_2T0,11,Updated,Yyn0,5.372,94.633,677.174,-13,3,12,24,-,Shared Resistor
WMID,Bishops Wood 132kV,ROSS6_3H0,66,ROSS5_3T0,11,Updated,Yyn0,5.372,94.268,679.971,-13,3,12,24,-,Shared Resistor
WMID,Bishops Wood 132kV,SAIW6_2H3,66,SAIW5_2T0,11,Updated,Yy0,4.294,105.654,0.000,-12,0,12,15.60000038,-,Solid
WMID,Bishops Wood 132kV,STOC3_#1H0,33,STOC5_1T0,11,Updated,Yy0,8.360,119.350,0.000,-15,1,7.5,15,-,Solid
WMID,Bishops Wood 132kV,STOU1_GT1,132,STOU6_GT1,66,Unchanged,YNd1,0.504,20.149,19.163,-7,7,45,90,-,Earthing Transformer + Resistor
WMID,Bishops Wood 132kV,STOU1_GT2,132,STOU3_#2T0,33,Updated,YNd1,0.400,24.530,20.851,-12,6,45,90,-,Earthing Transformer + Resistor
WMID,Bishops Wood 132kV,STOU3_#5H0,33,STOU5_5T0,11,Updated,Dzn0,3.577,69.568,10.569,-13,1,20,26,-,Resistor
WMID,Bishops Wood 132kV,STOU6_3H3,66,STOU5_3T0,11,Updated,Yyn0,4.069,83.339,500.034,-12,0,16,20,-,Resistor
WMID,Bishops Wood 132kV,STOU6_4H3,66,STOU5_4T0,11,Updated,Yyn0,4.060,83.995,503.970,-12,0,16,20,-,Resistor
WMID,Bishops Wood 132kV,TENB3_1H3,33,TENB5_1T0,11,Updated,Dz0,2.874,81.487,0.000,-13,1,12,24,-,Shared Resistor
WMID,Bishops Wood 132kV,TENB3_2H3,33,TENB5_2T0,11,Updated,Dz0,2.874,81.487,0.000,-13,1,12,24,-,Shared Resistor
WMID,Bishops Wood 132kV,TIMB1_113,132,TIMB5_1T0,11,Updated,YNd1,2.733,74.333,74.333,-12,6,15,30,-,Earthing Transformer
WMID,Bishops Wood 132kV,TIMB1_213,132,TIMB5_2T0,11,Updated,YNd1,2.713,73.000,73.000,-12,6,15,30,-,Earthing Transformer
WMID,Bishops Wood 132kV,UPTW1_313,132,UPTW6_3T0,66,Updated,YNd1,0.386,13.183,12.449,-12,6,60,90,-,Earthing Transformer
WMID,Bishops Wood 132kV,UPTW6_1H3,66,UPTW5_1T0,11,Updated,Yy0,3.820,104.090,0.000,-13,3,20,40,-,Earthing Transformer
WMID,Bishops Wood 132kV,UPTW6_2H3,66,UPTW5_2T0,11,Updated,Yy0,5.480,63.939,0.000,-12,0,12,24,-,Earthing Transformer
WMID,Bishops Wood 132kV,WARN1_#310,132,WARN5_3T0,11,Updated,YNd1,1.962,82.000,70.000,-12,6,30,30,30,Earthing Transformer
WMID,Bishops Wood 132kV,WOOF6_1H3,66,WOOF5_1T0,11,Updated,Yyn0,8.463,112.066,672.396,-16,0,7.5,15,-,Reactor
WMID,Bishops Wood 132kV,WOOF6_3H3,66,WOOF5_3T0,11,Updated,Yyn0,8.372,110.318,661.908,-16,0,7.5,15,-,Reactor
WMID,Bishops Wood 132kV,WORC1_113,132,WORC5_1T0,11,Updated,YNd1,1.730,80.480,68.410,-12,6,15,30,-,Earthing Transformer
WMID,Bishops Wood 132kV,WORC1_213,132,WORC5_2T0,11,Updated,YNd1,2.279,86.600,80.000,-12,6,15,30,-,Earthing Transformer
WMID,Bishops Wood 132kV,WORC1_313,132,WORC5_3T0,11,Updated,YNd1,1.770,86.380,73.420,-12,6,15,30,-,Earthing Transformer
WMID,Bishops Wood 132kV,WRIB3_1H3,33,WRIB5_1T0,11,Updated,Yy0,5.407,123.570,0.000,-12,4,12,24,-,Shared Resistor
WMID,Bishops Wood 132kV,WRIB3_2H3,33,WRIB5_2T0,11,Updated,Dz0,2.748,64.816,0.000,-13,1,21.5,21.5,-,Shared Resistor
WMID,Bushbury 132kV,ALBR3_1H3,33,ALBR5_1T0A,11,Updated,Yy0,4.915,97.912,0.000,-14,0,12,24,-,Shared Resistor
WMID,Bushbury 132kV,BUSH1_113B,132,BUSH3_1T0B,33,Updated,YNd1,0.420,24.700,2074.000,-12,6,45,90,-,Earthing Transformer
WMID,Bushbury 132kV,BUSH1_313B,132,BUSH3_3T0B,33,Updated,YNd1,0.417,25.011,23.222,-12,6,45,90,-,Earthing Transformer
WMID,Bushbury 132kV,BUSH1_GT1C,132,BUSH5_1T0C,11,Updated,YNd1,3.017,73.467,73.467,-12,6,15,30,-,Earthing Transformer
WMID,Bushbury 132kV,BUSH1_GT2C,132,BUSH5_2T0C,11,Updated,YNd1,1.681,76.400,75.200,-12,6,15,30,-,Earthing Transformer
WMID,Bushbury 132kV,BUSH1_GT3C,132,BUSH5_3T0C,11,Updated,YNd1,1.740,80.980,68.830,-12,6,15,30,-,Earthing Transformer
WMID,Bushbury 132kV,FOUA3_1H3,33,FOUA5_1T0,11,Updated,Yy0,4.628,97.717,0.000,-12,4,11.5,23,-,Shared Resistor
WMID,Bushbury 132kV,FOUA3_2H3,33,FOUA5_2T0,11,Updated,Yy0,4.628,98.239,0.000,-12,4,11.5,23,-,Shared Resistor
WMID,Bushbury 132kV,IFIF3_MAIN1,33,IFIF5_1T0,11,Updated,Dz0,2.697,85.033,0.000,-12,4,20,40,-,Resistor
WMID,Bushbury 132kV,IFIF3_MAIN2,33,IFIF5_2T0,11,Updated,Dz0,2.667,85.252,0.000,-12,4,20,40,-,Resistor
WMID,Bushbury 132kV,IFIF3_MAIN3,33,IFIF5_3T0,11,Updated,Dz0,2.733,85.744,0.000,-12,4,20,40,-,Resistor
WMID,Bushbury 132kV,STAF1_113B,132,STAF5_T1B,11,Updated,YNyn0,1.118,45.683,3.676,-12,6,30,60,-,Resistor
WMID,Bushbury 132kV,STAS_GT1,132,STAS5_T1,11,Updated,YNyn0,1.134,39.370,0.000,-12,6,30,60,-,Resistor
WMID,Bustleholm 132kV,BUST1_#110,132,BUST5_1T0,11,Updated,YNd1,2.216,66.500,66.500,-12,6,15,30,-,Earthing Transformer + Resistor
WMID,Bustleholm 132kV,BUST1_213,132,BUST5_2T0,11,Updated,YNd1,2.204,66.000,66.000,-12,6,15,30,-,Earthing Transformer + Resistor
WMID,Bustleholm 132kV,BUST1_313,132,BUST5_3T0,11,Updated,YNd1,3.058,70.133,70.133,-12,6,15,30,-,Earthing Transformer + Resistor
WMID,Bustleholm 132kV,PERB1_113,132,PERB5_1T0,11,Updated,YNd1,1.770,92.980,79.033,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,PERB1_213,132,PERB5_2T0,11,Updated,YNd1,2.779,77.067,77.067,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,PERB1_313,132,PERB5_3T0,11,Updated,YNd1,1.770,82.980,70.533,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,RUSH1_113,132,RUSH5_1T0,11,Updated,YNd1,1.744,76.100,76.100,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,RUSH1_213,132,RUSH5_2T0,11,Updated,YNd1,1.679,75.867,75.867,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,RUSH1_313,132,RUSH5_3T0,11,Updated,YNd1,1.728,76.000,76.000,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,RUSH1_413,132,RUSH5_4T0,11,Updated,YNd1,1.722,75.933,75.933,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,SMET1_113C,132,SMET8_1T3,25,Updated,Yy0,2.500,67.700,0.000,-5,0,0,0,-,-
WMID,Bustleholm 132kV,SMET1_GT2B,132,SMET5_2T0B,11,Updated,YNd1,2.994,69.800,69.800,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,SMET1_GT3B,132,SMET5_3T0B,11,Updated,YNd1,2.626,65.867,65.867,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,SMET1_GT4B,132,SMET5_4T0B,11,Updated,YNd1,1.682,77.667,67.767,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,WALS1_313,132,WALS3_3T0,33,Updated,YNd1,0.400,24.970,21.225,-12,6,45,90,-,Earthing Transformer
WMID,Bustleholm 132kV,WING1_113,132,WING5_1T0,11,Updated,YNd1,2.861,70.333,70.333,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,WING1_213,132,WING5_2T0,11,Updated,YNd1,2.823,70.000,70.000,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,WING1_313,132,WING5_3T0,11,Updated,YNd1,1.976,72.000,67.330,-12,6,15,30,-,Earthing Transformer
WMID,Bustleholm 132kV,WING1_GT4,132,WING8_4T3,25,Updated,Yy0,2.500,67.600,0.000,-5,0,0,0,-,-
WMID,Cellarhead 132kV,BEAR3_#2H0,33,BEAR5_2T0,11,Unchanged,Dyn11,8.000,132.400,119.160,-8,8,10,10,-,Resistor
WMID,Cellarhead 132kV,BOOT1_113A,132,BOOT3_#1T0A,33,Updated,YNd1,0.593,26.189,23.567,-12,6,45,90,-,Earthing Transformer
WMID,Cellarhead 132kV,BOOT1_1J,132,BOOT5_1T0B,11,Updated,YNyn0,3.059,69.333,99900.000,-12,6,15,30,-,Resistor
WMID,Cellarhead 132kV,BOOT1_213A,132,BOOT3_#2T0A,33,Updated,YNd1,0.501,24.995,21.246,-12,6,40,60,-,Earthing Transformer
WMID,Cellarhead 132kV,BOOT1_2J,132,BOOT5_2T0B,11,Updated,YNyn0,1.680,79.000,99900.000,-12,6,15,30,-,Resistor
WMID,Cellarhead 132kV,BOOT3_#3H0,33,BOOT5_3T0,11,Updated,Dyn11,4.880,108.387,99.200,-16,0,12,24,-,Earthing Transformer
WMID,Cellarhead 132kV,BURS1_313,132,BURS5_T3,11,Updated,YNyn0,1.104,38.303,-13.907,-12,6,30,60,-,Resistor
WMID,Cellarhead 132kV,BURS1_413,132,BURS5_T4,11,Updated,YNyn0,1.073,38.654,-6.985,-12,6,30,60,-,Resistor
WMID,Cellarhead 132kV,CAUL3_#1H0,33,CAUL5_1T0,11,Updated,Dy11,17.130,159.210,135.330,-12,4,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,CAUL3_#2H0,33,CAUL5_2T0,11,Updated,Dy11,17.090,159.620,135.680,-12,4,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,CHEA3_1H4,33,CHEA5_1T0,11,Updated,Dyn11,3.872,80.580,72.519,-12,4,20,40,40,Resistor
WMID,Cellarhead 132kV,CHEA3_2H4,33,CHEA5_2T0,11,Updated,Dyn11,3.878,80.440,72.410,-12,4,20,40,40,Resistor
WMID,Cellarhead 132kV,CHED3_1H3,33,CHED5_1T0,11,Updated,Dy11,9.510,126.360,0.000,-12,4,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,CHED3_2H3,33,CHED5_2T0,11,Updated,Dy11,9.420,125.920,0.000,-12,4,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,CONG3_#1H0,33,CONG5_1T0,11,Updated,Dyn11,5.450,118.100,100.380,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,CONG3_#4H0,33,CONG5_4T0,11,Updated,Dy11,5.540,86.410,0.000,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,CONG3_#5H0,33,CONG5_5T0,11,Updated,Dyn11,4.729,107.931,0.000,-16,0,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,COTH3_#1H0,33,COTH5_1T0,11,Updated,Dyn11,9.774,121.247,115.185,-12,4,7.5,15,-,Resistor
WMID,Cellarhead 132kV,COTH3_#2H0,33,COTH5_2T0,11,Updated,Dyn11,9.825,121.539,115.462,-12,4,7.5,15,-,Resistor
WMID,Cellarhead 132kV,ECCL3_#1H0,33,ECCL5_1T0,11,Updated,Dy11,7.192,108.205,0.000,-14,0,10,10,-,Resistor
WMID,Cellarhead 132kV,ENDO3_#1H0,33,ENDO5_1T0,11,Updated,Dy11,6.364,114.216,0.000,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,ENDO3_#2H0,33,ENDO5_2T0,11,Updated,Dy11,6.341,113.123,0.000,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,FORS1_113,132,FORS3_#1T0,33,Updated,YNd1,0.404,14.478,13.030,-12,6,45,90,-,Earthing Transformer
WMID,Cellarhead 132kV,FORS1_213,132,FORS3_#2T0,33,Updated,YNd1,0.405,14.500,13.050,-12,6,45,90,-,Earthing Transformer
WMID,Cellarhead 132kV,FROG3_1H4,33,FROG5_1T0,11,Updated,Dyn11,10.609,119.499,98.400,-13,1,7.5,7.5,-,Resistor
WMID,Cellarhead 132kV,GNOS3_#1H0,33,GNOS5_1T0,11,Updated,Dyn11,9.976,111.338,1438.000,-14,0,7.5,7.5,-,Reactor
WMID,Cellarhead 132kV,GOLB3_#1H0,33,GOLB5_1T0,11,Updated,Dyn11,5.550,121.620,1153.110,-19,7,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,GOLB3_#2H0,33,GOLB5_2T0,11,Unchanged,Dyn11,5.550,121.620,1153.110,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,HIGO3_2H4,33,HIGO5_2T0,11,Updated,Dy11,9.268,112.649,0.000,-15,1,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,HILC3_#1H0,33,HILC5_1T0,11,Updated,Dy11,12.380,152.340,0.000,-12,4,5,6.25,-,Solid
WMID,Cellarhead 132kV,HINS3_1H4,33,HINS5_1T0,11,Updated,Dyn11,8.820,125.681,106.829,-15,1,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,HINS3_2H4,33,HINS5_2T0,11,Updated,Dyn11,8.840,126.277,107.336,-15,1,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,HOOK3_#1H0,33,HOOK5_1T0,11,Updated,Dyn11,10.009,121.102,99.700,-14,0,7.5,7.5,-,Resistor
WMID,Cellarhead 132kV,KINH3_#1H0,33,KINH5_1T0,11,Updated,Dy11,9.500,124.380,0.000,-12,4,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,KINH3_#2H0,33,KINH5_2T0,11,Updated,Dy11,9.450,124.680,0.000,-12,4,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,KNYP3_#1H0,33,KNYP5_1T0,11,Updated,Dy11,6.372,110.846,0.000,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,KNYP3_#2H0,33,KNYP5_2T0,11,Updated,Dy11,5.660,123.552,0.000,-11,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,LEEK3_#1H0,33,LEEK5_1T0,11,Updated,Dy11,3.785,67.560,0.000,-16,0,16,32,-,Shared Resistor
WMID,Cellarhead 132kV,LEEK3_#2H0,33,LEEK5_2T0,11,Updated,Dy11,3.785,66.432,0.000,-16,0,16,32,-,Shared Resistor
WMID,Cellarhead 132kV,LONG1_113,132,LONG3_#1T0,33,New,YNd1,0.759,26.422,24.574,-12,6,30,60,-,Earthing Transformer + Shared Resistor
WMID,Cellarhead 132kV,LONG1_113,132,LONG3_1T0,33,Removed,YNd1,0.850,25.580,25.580,-20,10,30,60,-,Earthing Transformer + Shared Resistor
WMID,Cellarhead 132kV,LONG1_313,132,LONG5_T1,11,Updated,YNyn0,1.119,45.950,-9.862,-12,6,30,60,-,Resistor
WMID,Cellarhead 132kV,LONG1_413,132,LONG5_T4,11,Updated,YNyn0,1.119,45.867,-9.925,-12,6,30,60,-,Resistor
WMID,Cellarhead 132kV,MARD3_1H3,33,MARD5_1T0,11,Updated,Dy11,4.420,99.500,0.000,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,MARD3_2H3,33,MARD5_2T0,11,Updated,Dy11,4.490,99.170,0.000,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,MARD3_5H3,33,MARD5_5T0,11,Updated,Dy11,6.395,110.390,0.000,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,MEAC1_113,132,MEAC3_#1T0,33,Updated,YNd1,0.375,18.856,15.716,-12,6,45,90,-,Earthing Transformer
WMID,Cellarhead 132kV,MEAC1_213,132,MEAC3_#2T0,33,Updated,YNd1,0.386,18.733,15.716,-12,6,45,90,-,Earthing Transformer
WMID,Cellarhead 132kV,MEAC3_#3H0,33,MEAC5_3T0,11,Updated,Dyn11,5.074,118.570,100.785,-12,4,12,24,-,Resistor
WMID,Cellarhead 132kV,MEAC3_#4H0,33,MEAC5_4T0,11,Updated,Dyn11,4.433,109.025,92.671,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,MEAC3_#5H0,33,MEAC5_5T0,11,Updated,Dyn11,4.743,119.101,101.236,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,NEWC1_213,132,NEWC3GT2,33,Updated,YNd1,1.060,21.820,19.380,-12,6,22.5,45,-,Earthing Transformer + Resistor
WMID,Cellarhead 132kV,NEWC1_313,132,NEWC5_T3,11,Updated,YNyn0,1.106,31.220,-8.975,-12,6,30,60,-,Reactor
WMID,Cellarhead 132kV,NEWC1_413,132,NEWC5_T4,11,Updated,YNyn0,1.106,31.220,-8.975,-12,6,30,60,-,Reactor
WMID,Cellarhead 132kV,NEWC1T5,132,NEWC5_N5,11,Updated,YNyn0,2.201,91.400,85.300,-12,6,15,30,-,Resistor
WMID,Cellarhead 132kV,SCOH3_#1H0,33,SCOH5_1T0,11,Updated,Dyn11,10.018,120.519,99.200,-14,0,7.5,7.5,-,Shared Resistor
WMID,Cellarhead 132kV,SIMP3_#1H0,33,SIMP5_1T0,11,Updated,Dy11,5.421,105.654,0.000,-16,0,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,SIMP3_#2H0,33,SIMP5_2T0,11,Updated,Dy11,5.499,105.654,0.000,-16,0,7.5,15,-,Shared Resistor
WMID,Cellarhead 132kV,STAG1_313,132,STAG5_T3,11,Updated,YNyn0,1.081,31.134,-8.975,-12,6,30,60,-,Reactor
WMID,Cellarhead 132kV,STAG1_413,132,STAG5_T4,11,Updated,YNyn0,1.088,31.533,-8.975,-12,6,30,60,-,Reactor
WMID,Cellarhead 132kV,STAG3_#6H0,33,STAG5_6T0,11,Updated,Dyn11,4.615,109.298,92.903,-13,1,15,15,-,Resistor
WMID,Cellarhead 132kV,TALK3_#1H0,33,TALK5_1T0,11,Updated,Dy11,4.541,73.776,0.000,-11,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,TALK3_#2H0,33,TALK5_2T0,11,Updated,Dy11,4.510,73.776,0.000,-11,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,TEAN3_1H4,33,TEAN5_1T0,11,Updated,Dy11,6.465,112.576,0.000,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,TEAN3_2H4,33,TEAN5_2T0,11,Updated,Dy11,6.360,111.575,0.000,-12,4,12,24,-,Shared Resistor
WMID,Cellarhead 132kV,WHIT1_313,132,WHIT3_#3T0,33,Updated,YNd1,0.484,22.122,20.711,-12,6,45,90,-,Earthing Transformer + Resistor
WMID,Cellarhead 132kV,WHIT1_GT1,132,WHIT3_#1T0,33,Updated,YNd1,0.404,22.219,20.000,-12,6,45,90,-,Earthing Transformer + Resistor
WMID,Cellarhead 132kV,WHIT1_GT2,132,WHIT3_#2T0,33,Updated,YNd1,0.420,22.130,19.917,-12,6,45,90,-,Earthing Transformer + Resistor
WMID,Cellarhead 132kV,WHIT3_#1H0,33,WHIT5_1T0,11,Updated,Dy11,5.533,121.047,0.000,-12,4,12,24,-,Resistor
WMID,Cellarhead 132kV,WHIT3_#2H0,33,WHIT5_2T0,11,Updated,Dy11,5.074,118.588,0.000,-12,4,12,24,-,Resistor
WMID,East Claydon 132kV,BLOX6_1H0,66,BLOX5_1T0,11,Updated,Yyn0,4.171,82.779,875.748,-12,3,12,24,-,Reactor
WMID,East Claydon 132kV,EPWE6_1H3,66,EPWE5_1T0,11,Updated,Yy0,7.574,105.800,0.000,-12,0,10,13,-,Shared Resistor
WMID,East Claydon 132kV,SHIP6_1H0,66,SHIP5_1T0,11,Updated,Yyn0,5.383,93.963,734.168,-13,3,12,24,12,Resistor
WMID,Feckenham 66kV,BEVI6_1H3,66,BEVI5_1T0,11,Updated,Yy0,3.501,84.227,0.000,-12,0,16,16,-,Shared Resistor
WMID,Feckenham 66kV,BEVI6_2H3,66,BEVI5_2T0,11,Updated,Yy0,3.603,83.544,0.000,-12,0,16,16,-,Shared Resistor
WMID,Feckenham 66kV,BLOX6_2H0,66,BLOX5_2T0,11,Updated,Yy0,5.242,65.761,0.000,-12,0,12,24,-,Reactor
WMID,Feckenham 66kV,BROA6_1H3,66,BROA5_1T0,11,Updated,Yy0,5.431,64.759,0.000,-12,0,12,24,-,Shared Resistor
WMID,Feckenham 66kV,BROA6_2H3,66,BROA5_2T0,11,Updated,Yy0,5.548,64.577,0.000,-12,0,12,24,-,Shared Resistor
WMID,Feckenham 66kV,BROG6_1H3,66,BROG5_1T0,11,Updated,Yy0,8.200,122.340,0.000,-13,3,7.5,15,-,Shared Resistor
WMID,Feckenham 66kV,BROG6_2H3,66,BROG5_2T0,11,Updated,Yy0,8.130,124.030,0.000,-13,3,7.5,15,-,Shared Resistor
WMID,Feckenham 66kV,DRAF6_#1H0,66,DRAF5_1T0,11,Updated,Yy0,3.190,87.490,0.000,-13,3,20,40,-,Resistor
WMID,Feckenham 66kV,DRAF6_#2H0,66,DRAF5_2T0,11,Updated,Yy0,3.210,88.000,0.000,-13,3,20,40,-,Resistor
WMID,Feckenham 66kV,DROI6_3H3,66,DROI5_T3,11,Updated,Yy0,1.072,43.338,0.000,-15,3,30,60,-,Resistor
WMID,Feckenham 66kV,EPWE6_2H3,66,EPWE5_2T0,11,Updated,Yy0,7.771,106.456,0.000,-12,0,10,13,-,Shared Resistor
WMID,Feckenham 66kV,EVES6_1H3,66,EVES5_1T0,11,Updated,Yy0,2.490,64.449,0.000,-12,0,20,40,-,Resistor
WMID,Feckenham 66kV,EVES6_2H3,66,EVES5_2T0,11,Updated,Yy0,2.458,64.631,0.000,-12,0,20,40,-,Resistor
WMID,Feckenham 66kV,FECK6_1H3,66,FECK5_1T0,11,Updated,Yyn0,9.108,115.643,960.662,-10,3,7.5,15,-,Resistor
WMID,Feckenham 66kV,FECK6_2H3,66,FECK5_2T0,11,Updated,Yyn0,9.172,115.053,960.589,-13,3,7.5,15,-,Resistor
WMID,Feckenham 66kV,GREA6_1H3,66,GREA5_1T0,11,Updated,Yyn0,5.458,103.461,748.628,-12,4,12,24,-,Resistor
WMID,Feckenham 66kV,GREA6_3H3,66,GREA5_3T0,11,Updated,Yyn0,5.172,104.342,748.750,-12,4,12,24,-,Resistor
WMID,Feckenham 66kV,IPSL6_#1H0,66,IPSL5_T1,11,Updated,Yy0,1.050,43.738,0.000,-15,3,30,60,-,Shared Resistor
WMID,Feckenham 66kV,IPSL6_#3H0,66,IPSL5_T3,11,Updated,Yy0,1.316,30.111,0.000,-15,3,30,60,-,Shared Resistor
WMID,Feckenham 66kV,LEDB6_2H3,66,LEDB5_2T0,11,Updated,Yy0,6.127,104.926,0.000,-12,0,12,24,-,Shared Resistor
WMID,Feckenham 66kV,LONM6_1H3,66,LONM5_1T0,11,Updated,Yy0,5.275,64.303,0.000,-12,0,12,15.60000038,-,Shared Resistor
WMID,Feckenham 66kV,LONM6_2H3,66,LONM5_2T0,11,Updated,Yy0,5.518,64.121,0.000,-12,0,12,15.60000038,-,Shared Resistor
WMID,Feckenham 66kV,MORE6_1H3,66,MORE5_1T0,11,Updated,Yyn0,4.144,76.914,711.200,-15,1,12,24,-,Shared Resistor
WMID,Feckenham 66kV,MORE6_2H3,66,MORE5_2T0,11,Updated,Yyn0,4.125,78.356,711.246,-15,1,12,24,-,Shared Resistor
WMID,Feckenham 66kV,PERS6_1H3,66,PERS5_1T0,11,Updated,Yy0,1.995,68.446,0.000,-13,3,20,40,-,Shared Reactor
WMID,Feckenham 66kV,PERS6_2H3,66,PERS5_2T0,11,Updated,Yy0,4.107,78.126,0.000,-15,1,12,24,-,Shared Reactor
WMID,Feckenham 66kV,REDN6_1H3,66,REDN5_1T0,11,Updated,Dz0,3.403,70.825,0.000,-12,0,16,20,-,Resistor
WMID,Feckenham 66kV,REDN6_2H3,66,REDN5_2T0,11,Updated,Dz0,3.180,71.370,0.000,-12,0,16,20,-,Resistor
WMID,Feckenham 66kV,REDS6_#2H0,66,REDS5_T2,11,Updated,Yy0,1.056,43.847,0.000,-15,3,30,60,-,Shared Resistor
WMID,Feckenham 66kV,REDS6_1H4,66,REDS5_T1,11,Updated,Yy0,1.056,43.046,0.000,-15,3,30,60,-,Shared Resistor
WMID,Feckenham 66kV,SHIP6_2H0,66,SHIP5_2T0,11,Updated,Yyn0,5.412,94.022,733.331,-13,3,12,24,24,Resistor
WMID,Feckenham 66kV,STOW6_1H3,66,STOW5_1T0,11,Updated,Yyn0,7.447,104.163,895.236,-13,3,7.5,15,-,Shared Resistor
