scenario,substation,technology,capacity_mw,curtailment_pct,curtailed_mwh,total_mwh,curtailed_hours,binding_branch,exceeds_2000h,exceeds_1000h
NESO tightens GSP limit (-10%),MACH,Wind,20,18.5,9353,50570,1334,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),MACH,BESS,20,18.66,15081,80812,1690,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),MAER,PV,20,4.86,1082,22257,391,55L7040P11->TOWE3T,False,False
NESO tightens GSP limit (-10%),MAER,Wind,20,28.55,14438,50570,1856,55L7040P11->TOWE3T,False,True
NESO tightens GSP limit (-10%),MAER,BESS,20,20.23,16352,80812,2751,55L7040P11->TOWE3T,True,True
NESO tightens GSP limit (-10%),MAES,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),MAES,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),MAES,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),MYND,PV,20,6.36,1417,22257,562,ABYS1_213->ABYS3_2T0,False,False
NESO tightens GSP limit (-10%),MYND,Wind,20,18.25,9227,50570,1310,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),MYND,BESS,20,18.47,14930,80812,1667,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),NANG,PV,20,31.77,7072,22257,1320,NANG3_#1L5->WGWB3_2L3,False,True
NESO tightens GSP limit (-10%),NANG,Wind,20,20.81,10523,50570,2657,NANG3_#1L5->WGWB3_2L3,True,True
NESO tightens GSP limit (-10%),NANG,BESS,20,36.11,29179,80812,2741,NANG3_#1L5->WGWB3_2L3,True,True
NESO tightens GSP limit (-10%),NEVE,PV,20,18.77,4178,22257,789,BRID3_2L9->BRID3_2L5,False,False
NESO tightens GSP limit (-10%),NEVE,Wind,20,3.64,1840,50570,748,LWND3T->58L5303P19,False,False
NESO tightens GSP limit (-10%),NEVE,BESS,20,16.27,13146,80812,2540,LWND3T->58L5303P19,True,True
NESO tightens GSP limit (-10%),NEWL,PV,20,30.03,6683,22257,1129,W38_3S->NEWL3_1L3,False,True
NESO tightens GSP limit (-10%),NEWL,Wind,20,11.48,5805,50570,1802,W38_3S->NEWL3_1L3,False,True
NESO tightens GSP limit (-10%),NEWL,BESS,20,28.32,22885,80812,2762,W38_3S->NEWL3_1L3,True,True
NESO tightens GSP limit (-10%),PCYL,PV,20,6.44,1434,22257,566,ABYS1_213->ABYS3_2T0,False,False
NESO tightens GSP limit (-10%),PCYL,Wind,20,18.73,9470,50570,1357,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),PCYL,BESS,20,18.87,15249,80812,1714,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),PEND,PV,20,18.61,4143,22257,1276,SPRI3->58L5296P162,False,True
NESO tightens GSP limit (-10%),PEND,Wind,20,32.05,16206,50570,2635,WGWB3_1L3->58L1323P59M,True,True
NESO tightens GSP limit (-10%),PEND,BESS,20,38.64,31227,80812,3248,SPRI3->58L5296P162,True,True
NESO tightens GSP limit (-10%),PGTN,PV,20,4.16,926,22257,360,TRAB3M->TRAV3_3L9,False,False
NESO tightens GSP limit (-10%),PGTN,Wind,20,4.5,2277,50570,958,TRAB3M->TRAV3_3L9,False,False
NESO tightens GSP limit (-10%),PGTN,BESS,20,22.05,17821,80812,2530,TRAB3M->TRAV3_3L9,True,True
NESO tightens GSP limit (-10%),PNTA,PV,20,12.78,2844,22257,730,CYNH3->PONY3_#2L5,False,False
NESO tightens GSP limit (-10%),PNTA,Wind,20,7.36,3720,50570,1269,CYNH3->PONY3_#2L5,False,True
NESO tightens GSP limit (-10%),PNTA,BESS,20,24.35,19681,80812,2460,CYNH3->PONY3_#2L5,True,True
NESO tightens GSP limit (-10%),PONA,PV,20,11.96,2662,22257,724,PONA3_2L3->LAMP3_1L5,False,False
NESO tightens GSP limit (-10%),PONA,Wind,20,4.77,2411,50570,974,PONA3_2L3->LAMP3_1L5,False,False
NESO tightens GSP limit (-10%),PONA,BESS,20,24.87,20097,80812,2522,PONA3_2L3->LAMP3_1L5,True,True
NESO tightens GSP limit (-10%),POND,PV,20,3.56,791,22257,307,POND3_#1L5->TRAV3_#3L5,False,False
NESO tightens GSP limit (-10%),POND,Wind,20,1.99,1008,50570,539,POND3_#1L5->TRAV3_#3L5,False,False
NESO tightens GSP limit (-10%),POND,BESS,20,14.45,11678,80812,2460,POND3_#1L5->TRAV3_#3L5,True,True
NESO tightens GSP limit (-10%),PONY,PV,20,12.82,2852,22257,644,FOSL3T->NEWL3_3L5,False,False
NESO tightens GSP limit (-10%),PONY,Wind,20,3.83,1935,50570,926,PONY3_#1L5->52L7800P1,False,False
NESO tightens GSP limit (-10%),PONY,BESS,20,20.2,16328,80812,2464,PONY3_#1L5->52L7800P1,True,True
NESO tightens GSP limit (-10%),RAVE,PV,20,3.23,719,22257,72,UU19E->SWAW1_MAIN1,False,False
NESO tightens GSP limit (-10%),RAVE,Wind,20,0.26,132,50570,42,UU19E->SWAW1_MAIN1,False,False
NESO tightens GSP limit (-10%),RAVE,BESS,20,1.89,1531,80812,553,SWAW3_#6L5->RAVE3T,False,False
NESO tightens GSP limit (-10%),REDC,PV,20,2.46,548,22257,412,WGWB3_1L3->58L1323P59M,False,False
NESO tightens GSP limit (-10%),REDC,Wind,20,21.38,10814,50570,1562,WGWB3_1L3->58L1323P59M,False,True
NESO tightens GSP limit (-10%),REDC,BESS,20,24.26,19605,80812,2151,WGWB3_1L3->58L1323P59M,True,True
NESO tightens GSP limit (-10%),RGOS,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),RGOS,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),RGOS,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),RHYD,PV,20,6.89,1534,22257,604,ABYS1_213->ABYS3_2T0,False,False
NESO tightens GSP limit (-10%),RHYD,Wind,20,18.13,9168,50570,1342,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),RHYD,BESS,20,20.24,16354,80812,1890,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),Rhos,PV,20,1.13,251,22257,59,LLAN3_1L5->BLAP3_3L5,False,False
NESO tightens GSP limit (-10%),Rhos,Wind,20,0.0,1,50570,1,LLAN3_1L5->BLAP3_3L5,False,False
NESO tightens GSP limit (-10%),Rhos,BESS,20,0.06,49,80812,13,LLAN3_1L5->BLAP3_3L5,False,False
NESO tightens GSP limit (-10%),SOFI,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),SOFI,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),SOFI,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),STCL,PV,20,32.03,7128,22257,1782,CARM3_4L5->STCL3_MAIN1,False,True
NESO tightens GSP limit (-10%),STCL,Wind,20,42.85,21669,50570,3666,CARM3_4L5->STCL3_MAIN1,True,True
NESO tightens GSP limit (-10%),STCL,BESS,20,48.13,38898,80812,3439,WGWB3_1L3->58L1323P59M,True,True
NESO tightens GSP limit (-10%),SWAU,PV,20,18.49,4116,22257,1000,TSKT3_MAIN1->SWAU3_MAIN1,False,False
NESO tightens GSP limit (-10%),SWAU,Wind,20,19.35,9786,50570,2400,TSKT3_MAIN1->SWAU3_MAIN1,True,True
NESO tightens GSP limit (-10%),SWAU,BESS,20,34.61,27966,80812,2460,TSKT3_MAIN1->SWAU3_MAIN1,True,True
NESO tightens GSP limit (-10%),Swansea North,PV,20,2.63,586,22257,88,SWAN1_#310->SWAN3_#3T0,False,False
NESO tightens GSP limit (-10%),Swansea North,Wind,20,0.04,20,50570,8,SWAN1_#310->SWAN3_#3T0,False,False
NESO tightens GSP limit (-10%),Swansea North,BESS,20,0.18,147,80812,28,SWAN1_#310->SWAN3_#3T0,False,False
NESO tightens GSP limit (-10%),Swansea West,PV,20,3.23,719,22257,72,UU19E->SWAW1_MAIN1,False,False
NESO tightens GSP limit (-10%),Swansea West,Wind,20,0.26,132,50570,42,UU19E->SWAW1_MAIN1,False,False
NESO tightens GSP limit (-10%),Swansea West,BESS,20,1.61,1305,80812,110,UU19E->SWAW1_MAIN1,False,False
NESO tightens GSP limit (-10%),TIMT,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),TIMT,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),TIMT,BESS,20,0.0,1,80812,3,GOWE1_113->GOWE3_#1T0,False,False
NESO tightens GSP limit (-10%),TREG,PV,20,0.97,217,22257,97,LDBF3_1L9->TREG3_2L3,False,False
NESO tightens GSP limit (-10%),TREG,Wind,20,1.62,822,50570,122,LAMP3_2L5->LWNI3_2L3,False,False
NESO tightens GSP limit (-10%),TREG,BESS,20,5.62,4544,80812,2417,LDBF3_1L9->TREG3_2L3,True,True
NESO tightens GSP limit (-10%),TREV,PV,20,2.47,550,22257,415,WGWB3_1L3->58L1323P59M,False,False
NESO tightens GSP limit (-10%),TREV,Wind,20,21.43,10836,50570,1564,WGWB3_1L3->58L1323P59M,False,True
NESO tightens GSP limit (-10%),TREV,BESS,20,24.32,19652,80812,2152,WGWB3_1L3->58L1323P59M,True,True
NESO tightens GSP limit (-10%),TSKT,PV,20,3.23,719,22257,72,UU19E->SWAW1_MAIN1,False,False
NESO tightens GSP limit (-10%),TSKT,Wind,20,0.26,132,50570,42,UU19E->SWAW1_MAIN1,False,False
NESO tightens GSP limit (-10%),TSKT,BESS,20,1.61,1305,80812,110,UU19E->SWAW1_MAIN1,False,False
NESO tightens GSP limit (-10%),TUMB,PV,20,2.7,601,22257,293,CRHA3_#1L5->TUMB3_3L5,False,False
NESO tightens GSP limit (-10%),TUMB,Wind,20,0.83,422,50570,340,CRHA3_#1L5->TUMB3_3L5,False,False
NESO tightens GSP limit (-10%),TUMB,BESS,20,12.51,10108,80812,2459,CRHA3_#1L5->TUMB3_3L5,True,True
NESO tightens GSP limit (-10%),TWYN,PV,20,6.42,1430,22257,565,ABYS1_213->ABYS3_2T0,False,False
NESO tightens GSP limit (-10%),TWYN,Wind,20,18.69,9450,50570,1350,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),TWYN,BESS,20,18.79,15187,80812,1706,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),Tir John,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),Tir John,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),Tir John,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),Trostre,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),Trostre,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),Trostre,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),WAUN,PV,20,26.59,5917,22257,1944,CLAS3_#2L5->SWAN3_10L5,False,True
NESO tightens GSP limit (-10%),WAUN,Wind,20,59.98,30332,50570,4426,GARN3_4L5->WAUN3_3L5,True,True
NESO tightens GSP limit (-10%),WAUN,BESS,20,61.38,49600,80812,5148,GARN3_4L5->WAUN3_3L5,True,True
NESO tightens GSP limit (-10%),WESX,PV,20,3.87,861,22257,161,UPLT31->WESX3_MAIN1,False,False
NESO tightens GSP limit (-10%),WESX,Wind,20,0.58,293,50570,220,UPLT31->WESX3_MAIN1,False,False
NESO tightens GSP limit (-10%),WESX,BESS,20,9.56,7726,80812,2460,UPLT31->WESX3_MAIN1,True,True
NESO tightens GSP limit (-10%),WGWB,PV,20,16.91,3763,22257,878,WGWB3_1L3->58L1323P59M,False,False
NESO tightens GSP limit (-10%),WGWB,Wind,20,16.01,8098,50570,1982,NANG3_#1L5->WGWB3_2L3,False,True
NESO tightens GSP limit (-10%),WGWB,BESS,20,30.51,24654,80812,2476,58L1323P59M->CWFR3_5L3,True,True
NESO tightens GSP limit (-10%),WHIT,PV,20,34.92,7772,22257,1830,WHIT3_MAIN2A->WHIT3_MAIN2B,False,True
NESO tightens GSP limit (-10%),WHIT,Wind,20,40.36,20408,50570,3566,WHIT3_MAIN2A->WHIT3_MAIN2B,True,True
NESO tightens GSP limit (-10%),WHIT,BESS,20,46.63,37681,80812,3350,WGWB3_1L3->58L1323P59M,True,True
NESO tightens GSP limit (-10%),WSTC,PV,20,16.96,3774,22257,684,HIRW3_2L5->HNDR3T,False,False
NESO tightens GSP limit (-10%),WSTC,Wind,20,0.71,361,50570,165,HIRW3_2L5->HNDR3T,False,False
NESO tightens GSP limit (-10%),WSTC,BESS,20,7.8,6302,80812,2041,HIRW3_2L5->HNDR3T,True,True
NESO tightens GSP limit (-10%),YNST,PV,20,1.48,329,22257,168,YNST5_1T0->YNST3,False,False
NESO tightens GSP limit (-10%),YNST,Wind,20,8.95,4528,50570,619,YNST5_1T0->YNST3,False,False
NESO tightens GSP limit (-10%),YNST,BESS,20,7.8,6305,80812,812,YNST5_1T0->YNST3,False,False
NESO tightens GSP limit (-10%),YNYS,PV,20,1.62,361,22257,138,55L7040P11->TOWE3T,False,False
NESO tightens GSP limit (-10%),YNYS,Wind,20,18.06,9131,50570,1079,55L7040P11->TOWE3T,False,True
NESO tightens GSP limit (-10%),YNYS,BESS,20,8.12,6563,80812,946,55L7040P11->TOWE3T,False,False
NESO tightens GSP limit (-10%),YSTF,PV,20,6.88,1531,22257,568,LDOV3_4L5->YSTF3_5L3,False,False
NESO tightens GSP limit (-10%),YSTF,Wind,20,13.32,6734,50570,1703,LDOV3_4L5->YSTF3_5L3,False,True
NESO tightens GSP limit (-10%),YSTF,BESS,20,27.23,22006,80812,2514,LDOV3_4L5->YSTF3_5L3,True,True
NESO tightens GSP limit (-10%),Ystradgynlais,PV,20,2.2,490,22257,140,TRAV32->YSTR1_#210,False,False
NESO tightens GSP limit (-10%),Ystradgynlais,Wind,20,0.14,71,50570,22,TRAV32->YSTR1_#210,False,False
NESO tightens GSP limit (-10%),Ystradgynlais,BESS,20,0.36,293,80812,74,TRAV32->YSTR1_#210,False,False
NESO relaxes GSP limit (+10%),ABAE,PV,20,3.92,873,22257,388,ABAE3_1L3->LLAN3_2L5,False,False
NESO relaxes GSP limit (+10%),ABAE,Wind,20,2.97,1502,50570,782,ABAE3_1L3->LLAN3_2L5,False,False
NESO relaxes GSP limit (+10%),ABAE,BESS,20,18.41,14881,80812,2460,ABAE3_1L3->LLAN3_2L5,True,True
NESO relaxes GSP limit (+10%),ABDA,PV,20,0.21,47,22257,48,ABDA3_2L5->HIRW3_6L5,False,False
NESO relaxes GSP limit (+10%),ABDA,Wind,20,0.41,208,50570,164,ABDA3_2L5->HIRW3_6L5,False,False
NESO relaxes GSP limit (+10%),ABDA,BESS,20,5.56,4493,80812,1735,ABDA3_2L5->HIRW3_6L5,False,True
NESO relaxes GSP limit (+10%),ABEC,PV,20,1.75,389,22257,126,HIRW3_2L5->HNDR3T,False,False
NESO relaxes GSP limit (+10%),ABEC,Wind,20,0.02,9,50570,12,ABEC3_2L5->TRAV3_#1L5,False,False
NESO relaxes GSP limit (+10%),ABEC,BESS,20,0.28,226,80812,118,ABEC3_2L5->TRAV3_#1L5,False,False
NESO relaxes GSP limit (+10%),ABYS,PV,20,2.81,625,22257,260,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),ABYS,Wind,20,11.92,6030,50570,812,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),ABYS,BESS,20,11.78,9519,80812,1142,ABYS1_213->ABYS3_2T0,False,True
NESO relaxes GSP limit (+10%),ADVY,PV,20,2.8,623,22257,260,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),ADVY,Wind,20,11.81,5972,50570,800,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),ADVY,BESS,20,11.69,9450,80812,1134,ABYS1_213->ABYS3_2T0,False,True
NESO relaxes GSP limit (+10%),ALCO,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),ALCO,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),ALCO,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),Ammanford,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),Ammanford,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),Ammanford,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),BISH,PV,20,23.21,5166,22257,1067,SWAW3_#10L5->52L6001P11,False,True
NESO relaxes GSP limit (+10%),BISH,Wind,20,14.86,7516,50570,2061,SWAW3_#10L5->52L6001P11,True,True
NESO relaxes GSP limit (+10%),BISH,BESS,20,30.69,24801,80812,2461,SWAW3_#10L5->52L6001P11,True,True
NESO relaxes GSP limit (+10%),BLAP,PV,20,8.76,1950,22257,448,LLAN3_1L5->BLAP3_3L5,False,False
NESO relaxes GSP limit (+10%),BLAP,Wind,20,0.48,243,50570,88,LLAN3_1L5->BLAP3_3L5,False,False
NESO relaxes GSP limit (+10%),BLAP,BESS,20,2.04,1651,80812,440,LLAN3_1L5->BLAP3_3L5,False,False
NESO relaxes GSP limit (+10%),BRID,PV,20,12.08,2690,22257,606,BRID3_2L9->BRID3_2L5,False,False
NESO relaxes GSP limit (+10%),BRID,Wind,20,1.26,639,50570,315,LWND3T->58L5303P19,False,False
NESO relaxes GSP limit (+10%),BRID,BESS,20,9.39,7590,80812,2231,LWND3T->58L5303P19,True,True
NESO relaxes GSP limit (+10%),BWST,PV,20,2.89,642,22257,264,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),BWST,Wind,20,11.67,5899,50570,802,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),BWST,BESS,20,11.93,9643,80812,1170,ABYS1_213->ABYS3_2T0,False,True
NESO relaxes GSP limit (+10%),Briton Ferry,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),Briton Ferry,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),Briton Ferry,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),CARG,PV,20,12.35,2750,22257,672,LWND3T->58L5303P19,False,False
NESO relaxes GSP limit (+10%),CARG,Wind,20,3.49,1766,50570,788,LWND3T->58L5303P19,False,False
NESO relaxes GSP limit (+10%),CARG,BESS,20,18.2,14708,80812,2460,LWND3T->58L5303P19,True,True
NESO relaxes GSP limit (+10%),CLAS,PV,20,26.62,5925,22257,1436,CLAS3_#2L5->SWAN3_10L5,False,True
NESO relaxes GSP limit (+10%),CLAS,Wind,20,39.51,19980,50570,2801,CLAS3_#2L5->SWAN3_10L5,True,True
NESO relaxes GSP limit (+10%),CLAS,BESS,20,41.94,33891,80812,4136,CLAS3_#2L5->SWAN3_10L5,True,True
NESO relaxes GSP limit (+10%),COMS,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),COMS,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),COMS,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),CRHA,PV,20,0.86,191,22257,131,CRHA3_#2L5->AMMA3_9L5,False,False
NESO relaxes GSP limit (+10%),CRHA,Wind,20,0.24,123,50570,126,CRHA3_#2L5->AMMA3_9L5,False,False
NESO relaxes GSP limit (+10%),CRHA,BESS,20,5.79,4678,80812,2028,CRHA3_#2L5->AMMA3_9L5,True,True
NESO relaxes GSP limit (+10%),CWFR,PV,20,1.78,397,22257,198,CWFR3_3L3->CARM3_7L5,False,False
NESO relaxes GSP limit (+10%),CWFR,Wind,20,11.07,5596,50570,1141,WGWB3_1L3->58L1323P59M,False,True
NESO relaxes GSP limit (+10%),CWFR,BESS,20,19.94,16113,80812,2402,WGWB3_1L3->58L1323P59M,True,True
NESO relaxes GSP limit (+10%),Carmarthen,PV,20,0.01,2,22257,4,WGWB3_1L3->58L1323P59M,False,False
NESO relaxes GSP limit (+10%),Carmarthen,Wind,20,2.86,1449,50570,300,WGWB3_1L3->58L1323P59M,False,False
NESO relaxes GSP limit (+10%),Carmarthen,BESS,20,4.44,3586,80812,660,WGWB3_1L3->58L1323P59M,False,False
NESO relaxes GSP limit (+10%),FOSL,PV,20,17.19,3825,22257,771,FOSL3T->NEWL3_3L5,False,False
NESO relaxes GSP limit (+10%),FOSL,Wind,20,2.66,1345,50570,642,FOSL3T->NEWL3_3L5,False,False
NESO relaxes GSP limit (+10%),FOSL,BESS,20,15.84,12799,80812,2464,FOSL3T->NEWL3_3L5,True,True
NESO relaxes GSP limit (+10%),FRBN,PV,20,2.81,624,22257,260,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),FRBN,Wind,20,11.82,5980,50570,801,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),FRBN,BESS,20,11.72,9470,80812,1138,ABYS1_213->ABYS3_2T0,False,True
NESO relaxes GSP limit (+10%),GARN,PV,20,19.56,4354,22257,826,CLAS3_#2L5->SWAN3_10L5,False,False
NESO relaxes GSP limit (+10%),GARN,Wind,20,31.3,15827,50570,2126,CLAS3_#2L5->SWAN3_10L5,True,True
NESO relaxes GSP limit (+10%),GARN,BESS,20,24.71,19971,80812,2211,CLAS3_#2L5->SWAN3_10L5,True,True
NESO relaxes GSP limit (+10%),GWAU,PV,20,28.17,6270,22257,2036,GWAU3_#1H0->GWAU5_1T0,True,True
NESO relaxes GSP limit (+10%),GWAU,Wind,20,43.04,21764,50570,3488,GWAU3_#1H0->GWAU5_1T0,True,True
NESO relaxes GSP limit (+10%),GWAU,BESS,20,50.55,40853,80812,4260,GWAU3_#1H0->GWAU5_1T0,True,True
NESO relaxes GSP limit (+10%),Gowerton East,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),Gowerton East,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),Gowerton East,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),HEND,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),HEND,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),HEND,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),HOPK,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),HOPK,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),HOPK,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),Hirwaun,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),Hirwaun,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),Hirwaun,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),INCS,PV,20,52.72,11734,22257,1003,52L6067P19->TYNY3T,False,True
NESO relaxes GSP limit (+10%),INCS,Wind,20,7.51,3797,50570,1009,52L6067P19->TYNY3T,False,True
NESO relaxes GSP limit (+10%),INCS,BESS,20,11.52,9310,80812,2036,52L6067P19->TYNY3T,True,True
NESO relaxes GSP limit (+10%),JERM,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),JERM,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),JERM,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),KIDW,PV,20,12.47,2775,22257,610,FOSL3T->NEWL3_3L5,False,False
NESO relaxes GSP limit (+10%),KIDW,Wind,20,0.84,426,50570,194,FOSL3T->NEWL3_3L5,False,False
NESO relaxes GSP limit (+10%),KIDW,BESS,20,7.62,6158,80812,2070,FOSL3T->KIDW3_#1L5,True,True
NESO relaxes GSP limit (+10%),LBRI,PV,20,24.8,5519,22257,1368,YSTF3_#3L5->YSTF3_#4L5,False,True
NESO relaxes GSP limit (+10%),LBRI,Wind,20,35.08,17738,50570,3267,YSTF3_#3L5->YSTF3_#4L5,True,True
NESO relaxes GSP limit (+10%),LBRI,BESS,20,41.14,33247,80812,3508,YSTF3_#3L5->YSTF3_#4L5,True,True
NESO relaxes GSP limit (+10%),LDEI,PV,20,4.03,896,22257,304,LDEI3_4L5->NANG3_#2L5,False,False
NESO relaxes GSP limit (+10%),LDEI,Wind,20,3.02,1525,50570,623,LDEI3_2L5->AMMA3_5L5,False,False
NESO relaxes GSP limit (+10%),LDEI,BESS,20,10.38,8385,80812,2350,LDEI3_2L5->AMMA3_5L5,True,True
NESO relaxes GSP limit (+10%),LDOV,PV,20,1.03,230,22257,124,PONA3_1L3->LDOV3_2L5,False,False
NESO relaxes GSP limit (+10%),LDOV,Wind,20,0.55,276,50570,213,LDOV3_1L5->LGAD3_1L3,False,False
NESO relaxes GSP limit (+10%),LDOV,BESS,20,6.91,5585,80812,2346,PONA3_1L3->LDOV3_2L5,True,True
NESO relaxes GSP limit (+10%),LFYR,PV,20,3.07,683,22257,297,CARM3_5L5->STCL3_MAIN2,False,False
NESO relaxes GSP limit (+10%),LFYR,Wind,20,10.32,5218,50570,1213,CARM3_5L5->STCL3_MAIN2,False,True
NESO relaxes GSP limit (+10%),LFYR,BESS,20,12.23,9883,80812,2292,CARM3_5L5->STCL3_MAIN2,True,True
NESO relaxes GSP limit (+10%),LGAD,PV,20,1.41,313,22257,144,LDEI3_4L5->NANG3_#2L5,False,False
NESO relaxes GSP limit (+10%),LGAD,Wind,20,1.78,901,50570,480,LGAD3_2L3->MANO3T,False,False
NESO relaxes GSP limit (+10%),LGAD,BESS,20,7.12,5755,80812,2343,LGAD3_2L3->MANO3T,True,True
NESO relaxes GSP limit (+10%),LILA,PV,20,2.9,645,22257,264,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),LILA,Wind,20,11.6,5865,50570,798,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),LILA,BESS,20,11.94,9649,80812,1174,ABYS1_213->ABYS3_2T0,False,True
NESO relaxes GSP limit (+10%),LLAY,PV,20,0.07,15,22257,4,LAMP3_2L5->LWNI3_2L3,False,False
NESO relaxes GSP limit (+10%),LLAY,Wind,20,0.08,42,50570,10,LAMP3_2L5->LWNI3_2L3,False,False
NESO relaxes GSP limit (+10%),LLAY,BESS,20,0.05,41,80812,8,LAMP3_2L5->LWNI3_2L3,False,False
NESO relaxes GSP limit (+10%),LLCY,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),LLCY,Wind,20,0.01,5,50570,2,TIRJ3_#5L5->LLCY3_MAIN1,False,False
NESO relaxes GSP limit (+10%),LLCY,BESS,20,0.26,212,80812,40,TIRJ3_#5L5->LLCY3_MAIN1,False,False
NESO relaxes GSP limit (+10%),LLNT,PV,20,3.71,825,22257,260,LLNT3_#1L0->TROS3_#1L5,False,False
NESO relaxes GSP limit (+10%),LLNT,Wind,20,0.04,20,50570,15,LLNT3_#1L0->TROS3_#1L5,False,False
NESO relaxes GSP limit (+10%),LLNT,BESS,20,0.77,621,80812,188,LLNT3_#1L0->TROS3_#1L5,False,False
NESO relaxes GSP limit (+10%),LRHI,PV,20,15.19,3380,22257,826,SWAT3T->TWAU3,False,False
NESO relaxes GSP limit (+10%),LRHI,Wind,20,8.96,4531,50570,1544,SWAT3T->TWAU3,False,True
NESO relaxes GSP limit (+10%),LRHI,BESS,20,26.03,21035,80812,2460,SWAT3T->TWAU3,True,True
